Domain,mean,std,rank,percentile_rank
DBC1,74.95144999999998,23.97993798217475,4940.0,76.95902788596354
BURAN,74.95144999999998,23.97993798217475,4940.0,76.95902788596354
Calpain_III,74.94749019607842,110.78527251333952,4938.0,76.92787038479514
GED,74.93312500000002,44.50691156713264,4936.5,76.90450225891882
Dynamin_M,74.93312500000002,44.50691156713264,4936.5,76.90450225891882
Ca_hom_mod,74.80900000000001,118.6863167176402,4935.0,76.88113413304252
TruB_N,74.77883333333334,28.118346839148753,4933.5,76.85776600716622
TruB_C,74.77883333333334,28.118346839148753,4933.5,76.85776600716622
ATP-synt_C,74.7701052631579,126.74275990187314,4932.0,76.83439788128992
Bile_Hydr_Trans,74.747,34.43811522620443,4931.0,76.81881913070572
CTP_synth_N,74.738,45.514831121294954,4930.0,76.80324038012151
Acyl-CoA_ox_N,74.37,19.36736952970124,4929.0,76.78766162953731
Lipase_GDSL,74.3452,101.10782255605935,4928.0,76.77208287895311
STAT_alpha,74.22963888888894,56.7767496534341,4927.0,76.7565041283689
DUF543,74.211,,4926.0,76.74092537778469
DnaJ_C,74.20854838709678,59.755624905576155,4925.0,76.7253466272005
SelR,74.1102,48.05860757866378,4924.0,76.70976787661628
Phage_Mu_Gam,74.07300000000001,0.31961226509632323,4923.0,76.69418912603209
vATP-synt_AC39,74.00290000000001,47.67034989837324,4922.0,76.67861037544789
GrpE,73.97008333333332,40.075676992996264,4921.0,76.66303162486369
Abhydrolase,73.95674829931966,89.53243060079136,4920.0,76.64745287427948
COPIIcoated_ERV,73.92382352941175,61.80438240957846,4918.5,76.62408474840318
ERGIC_N,73.92382352941175,61.80438240957846,4918.5,76.62408474840318
CSTF1_dimer,73.857,0.0,4917.0,76.60071662252686
SQS_PSY,73.80550000000004,65.37710904774832,4916.0,76.58513787194266
RIIa,73.76379487179486,79.36485569894718,4915.0,76.56955912135847
p53-inducible11,73.722,0.0,4914.0,76.55398037077425
SRP54,73.7108,8.613781062924692,4912.5,76.53061224489795
SRP54_N,73.7108,8.613781062924692,4912.5,76.53061224489795
Ferrochelatase,73.619,0.0,4911.0,76.50724411902165
Q_salvage,73.582,0.0,4910.0,76.49166536843744
TOPRIM_C,73.4995,34.60018168015885,4908.0,76.46050786726904
DNA_topoisoIV,73.4995,34.60018168015885,4908.0,76.46050786726904
DNA_gyraseB,73.4995,34.60018168015885,4908.0,76.46050786726904
Kisspeptin,73.492,,4906.0,76.42935036610064
PTE,73.303,0.0,4905.0,76.41377161551644
Suv3_N,73.166,0.0,4903.0,76.38261411434803
SUV3_C,73.166,0.0,4903.0,76.38261411434803
Suv3_C,73.166,0.0,4903.0,76.38261411434803
Cys_Met_Meta_PP,73.156,,4901.0,76.35145661317961
NDUF_C2,73.10866666666668,34.74853406212508,4900.0,76.33587786259541
RTP1_C1,73.10847826086953,99.41890817686067,4899.0,76.32029911201121
P120R,73.10100000000003,0.0,4898.0,76.30472036142702
Methyltr_RsmF_N,73.101,0.0,4897.0,76.2891416108428
Jagunal,72.988,,4896.0,76.27356286025861
ARMT1-like_dom,72.89333333333333,4.372339998978424,4895.0,76.25798410967441
GCS,72.863,0.0,4894.0,76.2424053590902
ProSAAS,72.861,,4893.0,76.22682660850599
Robl_LC7,72.86014285714286,39.24629031058677,4892.0,76.21124785792179
tRNA-synt_His,72.81824999999999,45.79698316805873,4891.0,76.19566910733758
SMP_LBD,72.81099999999999,58.977691791049274,4890.0,76.18009035675338
DUF1640,72.61200000000001,51.75895108145673,4889.0,76.16451160616919
Laminin_B,72.5685,87.58927401278628,4888.0,76.14893285558499
Fip1,72.443,0.0,4887.0,76.13335410500078
SRP40_C,72.348,0.0,4886.0,76.11777535441658
Ssu72,72.32,,4885.0,76.10219660383237
Nsp1_C,72.31030769230769,27.55935561167513,4884.0,76.08661785324816
NADH_dh_m_C1,72.184,,4883.0,76.07103910266396
ATP1G1_PLM_MAT8,72.09985714285713,66.51053979617082,4882.0,76.05546035207976
DUF3767,72.098,,4881.0,76.03988160149555
GDE_C,72.045,,4878.5,76.00093472503505
hGDE_N,72.045,,4878.5,76.00093472503505
hDGE_amylase,72.045,,4878.5,76.00093472503505
hGDE_central,72.045,,4878.5,76.00093472503505
4HBT,72.03703571428572,68.51690087285692,4876.0,75.96198784857454
P_C10,71.983,0.0,4875.0,75.94640909799034
NNMT_PNMT_TEMT,71.9094,77.89635423946362,4874.0,75.93083034740613
MRP-L27,71.877,,4873.0,75.91525159682193
CTD,71.711,0.0,4872.0,75.89967284623773
BTHB,71.702125,132.54044861899706,4871.0,75.88409409565352
Sec1,71.60327777777778,51.56709967666877,4870.0,75.86851534506933
NDNF,71.46345454545454,73.62922859485035,4869.0,75.85293659448512
UCH_C,71.44154545454545,28.608444212727246,4868.0,75.8373578439009
TMEM138,71.43,0.0,4867.0,75.8217790933167
Wtap,71.33200000000001,42.26377175548818,4866.0,75.80620034273251
DUF4153,71.297,0.0,4865.0,75.79062159214831
CEND1,71.22133333333335,11.251000000000001,4864.0,75.7750428415641
Ran_BP1,71.12173214285718,124.95736958928194,4863.0,75.7594640909799
Ecm29,71.082,0.0,4862.0,75.7438853403957
Rho_Binding,71.05666666666667,8.389883121228737,4861.0,75.7283065898115
tRNA_bind,71.00023529411764,92.55767068869105,4860.0,75.71272783922728
Myosin_head,70.98918055555546,194.07762155513615,4859.0,75.69714908864309
THRAP3_BCLAF1,70.92580000000001,43.34296388573352,4858.0,75.68157033805888
Aminotran_1,70.80324999999999,142.31509629056524,4857.0,75.66599158747468
AARP2CN,70.63525000000001,24.3275,4855.5,75.64262346159838
RIBIOP_C,70.63525000000001,24.3275,4855.5,75.64262346159838
E2_bind,70.61,,4854.0,75.61925533572207
CIAPIN1,70.50300000000001,0.0,4853.0,75.60367658513786
RNA_pol_3_Rpc31,70.48442857142858,25.46686822688872,4852.0,75.58809783455366
SMAP,70.43975,64.2652876481542,4851.0,75.57251908396945
NCD3G,70.23640983606556,173.22563593007598,4850.0,75.55694033338526
Mito_morph_reg,70.18,,4849.0,75.54136158280106
PTEN_C2,70.10063888888888,66.76296817511627,4848.0,75.52578283221685
ABC_tran_Xtn,70.08288888888887,16.51173669276224,4847.0,75.51020408163265
Cgr1,70.0228,19.53616818109427,4846.0,75.49462533104845
LSM_int_assoc,70.007,0.0,4845.0,75.47904658046424
PTN_MK_C,69.97333333333333,2.5923168530614937,4843.5,75.45567845458794
PTN_MK_N,69.97333333333333,2.5923168530614937,4843.5,75.45567845458794
p450,69.79265584415592,82.53764245136765,4842.0,75.43231032871164
LON_substr_bdg,69.78794117647062,82.20212869162101,4841.0,75.41673157812743
CoaE,69.7544,9.623021738403056,4840.0,75.40115282754323
Prion,69.75425,26.655499999999996,4839.0,75.38557407695903
VWA_N2,69.653,,4838.0,75.36999532637482
Lamp,69.594,79.3026015525342,4837.0,75.35441657579062
FGE-sulfatase,69.53757142857141,23.06556390851051,4836.0,75.33883782520641
TFIIS_C,69.52936842105261,65.9582842435787,4835.0,75.3232590746222
VMA21,69.522,,4834.0,75.307680324038
FAD_binding,69.45847169811316,110.04820984798806,4833.0,75.2921015734538
NESP55,69.43133333333336,50.271057281923405,4832.0,75.27652282286961
Proton_antipo_N,69.319,,4830.5,75.25315469699329
NADH5_C,69.319,,4830.5,75.25315469699329
4F5,69.24254545454546,19.40524702941778,4829.0,75.229786571117
CD34_antigen,69.201,47.34998520672338,4828.0,75.21420782053279
Tim44,69.14157142857144,39.551719329915116,4827.0,75.19862906994858
Hum_adeno_E3A,69.13,0.0,4826.0,75.18305031936438
Treacle,69.03099999999998,0.0,4825.0,75.16747156878017
CPL,69.005,0.0,4824.0,75.15189281819598
SDE2_2C,68.985,50.35873074254354,4823.0,75.13631406761178
Peptidase_M3,68.97691666666667,19.202226269880708,4822.0,75.12073531702757
AP_endonuc,68.965,0.0,4821.0,75.10515656644337
fn3,68.93062977246568,74.27349474876395,4820.0,75.08957781585917
CREPT,68.8265,33.848427710228215,4819.0,75.07399906527496
UPF0240,68.672,,4818.0,75.05842031469075
SP_C-Propep,68.63,0.0,4817.0,75.04284156410655
DUF4517,68.591,,4816.0,75.02726281352236
Sec34,68.506,,4815.0,75.01168406293814
YjeF_N,68.46600000000001,51.19541095401032,4814.0,74.99610531235395
COQ7,68.353,0.0,4813.0,74.98052656176975
ThiS,68.335,,4811.5,74.95715843589343
MoaE,68.335,,4811.5,74.95715843589343
Aida_C2,68.254,,4809.5,74.92600093472504
Aida_N,68.254,,4809.5,74.92600093472504
zf-LYAR,68.136,0.0,4808.0,74.90263280884872
Churchill,68.105,0.0,4807.0,74.88705405826452
MIC19_MIC25,68.1012380952381,80.694298709949,4806.0,74.87147530768033
DUF1241,68.08884615384613,54.654214590783255,4805.0,74.85589655709612
Ribosomal_S6,68.063,,4804.0,74.84031780651192
FeS_assembly_P,68.04728571428572,17.801202278818934,4803.0,74.82473905592771
PAN,67.95717777777776,59.939077309718435,4802.0,74.8091603053435
DPPIV_rep,67.95260000000002,60.67880468170085,4801.0,74.7935815547593
VGPC1_C,67.792,0.0,4800.0,74.7780028041751
La,67.68687234042555,97.20433777975518,4799.0,74.7624240535909
SmAKAP,67.66,0.0,4798.0,74.7468453030067
zf-NPL4,67.56,0.0,4796.0,74.7156878018383
NPL4,67.56,0.0,4796.0,74.7156878018383
UN_NPL4,67.56,0.0,4796.0,74.7156878018383
Inhibitor_I29,67.45489473684208,52.03791632592393,4794.0,74.68453030066988
HEAT,67.41816166281741,79.86627858536829,4793.0,74.66895155008568
AAA_lid,67.36510270270274,150.56492751812524,4792.0,74.65337279950147
ACAS_N,67.2716923076923,12.210083581372501,4791.0,74.63779404891727
Nup35_RRM,67.24333333333331,22.714,4790.0,74.62221529833307
GalKase_gal_bdg,67.13866666666664,56.42030550201918,4789.0,74.60663654774886
Macro,67.07655882352934,100.99873827120427,4788.0,74.59105779716467
Ost5,67.052,0.0,4787.0,74.57547904658045
UPF0239,67.008,0.0,4786.0,74.55990029599626
Asn_synthase,66.99642857142855,45.28064781913611,4785.0,74.54432154541205
MMgT,66.95,,4784.0,74.52874279482785
Phostensin_N,66.911,32.77015666730936,4783.0,74.51316404424365
MRP-S34,66.883,0.0,4782.0,74.49758529365944
Gemin7,66.864,,4781.0,74.48200654307524
PET,66.85409523809524,83.89698422524182,4780.0,74.46642779249105
DUF1242,66.808,22.77025256776921,4779.0,74.45084904190684
SWIRM-assoc,66.8076,6.586625168801219,4778.0,74.43527029132262
SNRNP27,66.76566666666668,21.942944174988614,4777.0,74.41969154073843
IMPDH,66.74657142857143,45.9782820944535,4776.0,74.40411279015423
TFIIF_alpha,66.711,0.0,4775.0,74.38853403957002
Ribosomal_S21,66.71,,4774.0,74.37295528898582
OCC1,66.646,,4773.0,74.35737653840162
DUF773,66.611,0.0,4772.0,74.34179778781741
Metallophos,66.60661320754714,73.39468840046496,4771.0,74.32621903723322
HpcH_HpaI,66.6,0.0,4769.5,74.30285091135691
C-C_Bond_Lyase,66.6,0.0,4769.5,74.30285091135691
DUF4473,66.553,0.0,4768.0,74.2794827854806
TRAPP,66.54659999999998,45.69403907440589,4767.0,74.2639040348964
Sld5,66.52885714285716,25.60298008324143,4766.0,74.24832528431219
AMP-binding,66.49143410852713,67.03686996986771,4765.0,74.23274653372799
RbsD_FucU,66.44,0.0,4764.0,74.2171677831438
SNF5,66.429,,4763.0,74.2015890325596
PTPLA,66.4015,59.99258360906712,4762.0,74.18601028197538
SEP,66.3466,86.53110243705109,4761.0,74.17043153139117
DUF4499,66.227,0.0,4760.0,74.15485278080698
ribosomal_L24,66.118,0.0,4759.0,74.13927403022277
VHL_C,66.101,,4758.0,74.12369527963857
ADD_DNMT3,66.09966666666666,118.51593111926626,4757.0,74.10811652905437
eIF_4EBP,66.083,56.41336320412035,4756.0,74.09253777847016
CLPTM1,66.0352,11.430332287383425,4755.0,74.07695902788596
Somatomedin_B,65.99511538461539,106.77953742897631,4754.0,74.06138027730177
DUF5427,65.953,,4753.0,74.04580152671755
UTP25,65.901,,4752.0,74.03022277613334
S1-like,65.88585714285715,40.707435834791866,4751.0,74.01464402554915
DUF4713,65.88350000000001,46.16733117331635,4750.0,73.99906527496495
DUF4147,65.868,0.0,4748.5,73.97569714908863
MOFRL,65.868,0.0,4748.5,73.97569714908863
Proton_antipo_M,65.81600000000002,11.961593831927248,4747.0,73.95232902321234
BST2,65.713,,4746.0,73.93675027262813
TFA2_Winged,65.652,0.0,4744.5,73.91338214675183
TFIIE_beta,65.652,0.0,4744.5,73.91338214675183
FXMRP1_C_core,65.5619259259259,22.07310989369005,4743.0,73.89001402087553
Cyto_heme_lyase,65.504,,4742.0,73.87443527029131
PFU,65.455,0.0,4740.5,73.85106714441501
PUL,65.455,0.0,4740.5,73.85106714441501
Kdo,65.392,0.0,4739.0,73.82769901853871
Integrin_alpha,65.3903684210526,68.0405318934757,4738.0,73.81212026795451
Coprogen_oxidas,65.37,0.0,4737.0,73.7965415173703
Rad17,65.35384210526318,19.627146057503445,4736.0,73.78096276678609
PP1_inhibitor,65.35233333333332,38.49424738191409,4735.0,73.76538401620189
AAT,65.284,28.486763931214224,4734.0,73.7498052656177
RSB_motif,65.272,0.0,4733.0,73.73422651503348
IBB,65.0921111111111,55.222274824661625,4732.0,73.71864776444929
MRP-S35,65.031,0.0,4731.0,73.70306901386509
Ribosomal_L44,65.0254,18.523823573981694,4730.0,73.68749026328089
RGCC,65.024,,4729.0,73.67191151269668
TDRP,64.994,,4728.0,73.65633276211247
Cnd1_N,64.911,0.0,4727.0,73.64075401152827
RNA_POL_M_15KD,64.85433333333334,14.162402103221522,4726.0,73.62517526094406
Coa1,64.847,0.0,4725.0,73.60959651035986
Noc2,64.842,,4724.0,73.59401775977567
Geminin,64.68466666666666,7.080329954646652,4723.0,73.57843900919146
DAP3,64.684,0.0,4722.0,73.56286025860726
HSBP1,64.64299999999999,63.52469541839614,4721.0,73.54728150802305
COX16,64.462,0.0,4720.0,73.53170275743885
zf-NOSIP,64.46157142857143,11.002167844825596,4719.0,73.51612400685464
FA,64.39353623188411,53.23137271897524,4718.0,73.50054525627044
BCCIP,64.263,,4717.0,73.48496650568624
L6_membrane,64.22149999999999,75.95302926480286,4716.0,73.46938775510203
Rep_fac_C,64.17795652173916,16.346311175414417,4715.0,73.45380900451784
PDE6_gamma,64.1695,86.08247243486912,4714.0,73.43823025393364
CBAH,64.02509090909089,52.174126088425375,4713.0,73.42265150334943
Img2,63.98,0.0,4712.0,73.40707275276522
PAC3,63.91,,4711.0,73.39149400218102
Las1,63.876,,4710.0,73.37591525159681
XPG_N,63.87164705882353,92.58146593064752,4709.0,73.36033650101261
Laminin_II,63.85917647058829,40.41813641746648,4708.0,73.34475775042841
MRP-S31,63.85,,4707.0,73.32917899984422
ANAPC15,63.84000000000001,0.0,4706.0,73.31360024926
Integrin_alpha2,63.833510204081605,61.22396817019542,4705.0,73.29802149867581
Ribonuc_red_lgC,63.800000000000004,0.0,4703.5,73.2746533727995
Ribonuc_red_lgN,63.800000000000004,0.0,4703.5,73.2746533727995
Gar1,63.788999999999994,51.46269359448648,4702.0,73.25128524692319
SASA,63.731,,4701.0,73.23570649633899
ANTH,63.7241818181818,30.374464271405543,4700.0,73.22012774575478
MRP-S26,63.631,,4699.0,73.20454899517058
ATP_bind,63.54299999999999,86.63562497610322,4698.0,73.18897024458639
Prp31_C,63.513999999999996,0.0,4697.0,73.17339149400219
Mo-co_dimer,63.498000000000005,0.0,4695.5,73.15002336812587
Oxidored_molyb,63.498000000000005,0.0,4695.5,73.15002336812587
ATP11,63.429,0.0,4694.0,73.12665524224957
MHC_II_alpha,63.423933333333345,70.17133842599297,4693.0,73.11107649166536
SIS,63.29699999999999,62.269826240322864,4692.0,73.09549774108116
KBP_C,63.292,,4691.0,73.07991899049696
An_peroxidase,63.26119999999998,74.15121375126779,4690.0,73.06434023991275
Spc24,63.228,0.0,4689.0,73.04876148932856
a_DG1_N2,63.21500000000002,0.0,4687.0,73.01760398816015
DAG1,63.21500000000002,0.0,4687.0,73.01760398816015
He_PIG,63.21500000000002,0.0,4687.0,73.01760398816015
AAA_assoc,63.18926086956524,17.645984403405137,4685.0,72.98644648699174
MRP-S22,63.150999999999996,0.0,4684.0,72.97086773640754
PUA,63.08872727272726,44.64587057744738,4683.0,72.95528898582333
UBA,63.048171428571365,70.45574299633668,4682.0,72.93971023523913
RIX1,63.01914285714287,25.771036303025696,4681.0,72.92413148465494
Nup88,62.973,0.0,4680.0,72.90855273407072
SMN,62.92633333333333,27.13834940325836,4679.0,72.89297398348651
SVIP,62.873,,4678.0,72.87739523290232
Mst1_SARAH,62.84733333333333,5.324061106586469,4677.0,72.8618164823181
AD,62.812,0.0,4676.0,72.84623773173391
MDD_C,62.798,0.0,4675.0,72.83065898114971
TMEM65,62.795,,4674.0,72.81508023056551
Steroid_dh,62.79390909090909,95.87357811665791,4673.0,72.7995014799813
NECFESHC,62.778,0.0,4671.5,72.776133354105
p47_phox_C,62.778,0.0,4671.5,72.776133354105
RNA_pol_N,62.776,,4670.0,72.75276522822868
FAM195,62.72366666666667,30.573846932740846,4669.0,72.73718647764449
Peptidase_S9,62.70772727272728,53.11659056454981,4668.0,72.72160772706029
YbeY,62.702,,4667.0,72.70602897647608
RecQ_Zn_bind,62.603874999999995,54.27139507803965,4666.0,72.69045022589188
TatD_DNase,62.53422222222221,37.76156489085875,4665.0,72.67487147530768
Rtf2,62.45366666666667,12.777970376878367,4664.0,72.65929272472349
ACPS,62.412,0.0,4663.0,72.64371397413927
WRW,62.370000000000005,54.72865065027641,4662.0,72.62813522355506
Sep15_SelM,62.32866666666666,1.683456761151489,4661.0,72.61255647297087
NtA,62.315,0.0,4660.0,72.59697772238665
Adap_comp_sub,62.314058823529365,56.50965504917252,4659.0,72.58139897180246
Myb_Cef,62.269,,4658.0,72.56582022121826
Memo,62.25,0.0,4657.0,72.55024147063405
HAGH_C,62.2197692307692,61.761655901475855,4656.0,72.53466272004985
Cse1,62.216076923076955,74.67731119340682,4655.0,72.51908396946564
Qua1,62.12855555555557,104.60868534580568,4653.5,72.49571584358934
Sam68-YY,62.12855555555557,104.60868534580568,4653.5,72.49571584358934
Tom5,62.033,0.0,4651.0,72.45676896712884
Cytochrome_B,62.033,,4651.0,72.45676896712884
Cytochrom_B_C,62.033,,4651.0,72.45676896712884
STAT6_C,62.01199999999999,0.0,4649.0,72.42561146596043
CN_hydrolase,61.97690000000002,76.42532742458594,4648.0,72.41003271537623
LRR,61.96895015698543,198.72836427733066,4647.0,72.39445396479202
Peptidase_M14,61.91706756756757,85.46967695218252,4646.0,72.37887521420781
Xlink,61.89998837209302,51.31642916064858,4645.0,72.36329646362361
NPF,61.87050000000001,47.74301373275167,4644.0,72.3477177130394
Arm,61.78271301247778,65.14404704420693,4643.0,72.3321389624552
DAP10,61.77466666666666,20.03347699061082,4642.0,72.316560211871
SelP_N,61.754,,4640.5,72.29319208599469
SelP_C,61.754,,4640.5,72.29319208599469
Nucleoporin_FG2,61.669,0.0,4639.0,72.2698239601184
Suf,61.66251724137934,22.96375486285895,4638.0,72.25424520953419
DEK_C,61.66149999999999,55.55673690801743,4637.0,72.23866645894998
NT5C,61.6475,52.43003655931503,4636.0,72.22308770836578
RPW8,61.64,0.0,4635.0,72.20750895778158
UPF0444,61.629,,4634.0,72.19193020719737
GGACT,61.624,0.0,4633.0,72.17635145661318
SKIP_SNW,61.578,0.0,4632.0,72.16077270602898
DARPP-32,61.53339999999999,42.02859898093202,4631.0,72.14519395544477
DeoC,61.49300000000001,0.0,4630.0,72.12961520486057
GN3L_Grn1,61.489,0.0,4629.0,72.11403645427636
O-FucT,61.45633333333333,53.43607681457662,4628.0,72.09845770369216
DUF2650,61.388000000000005,23.19070565549914,4627.0,72.08287895310795
Nuf2,61.335,0.0,4626.0,72.06730020252375
CLASP_N,61.327446153846125,78.81644092526611,4625.0,72.05172145193956
Telethonin,61.275,,4624.0,72.03614270135535
MLIP,61.270999999999994,0.0,4623.0,72.02056395077115
FOLN,61.26840909090909,32.17692812687095,4622.0,72.00498520018695
WH1,61.266522727272736,74.8781290580369,4621.0,71.98940644960274
MRP_L53,61.141,0.0,4620.0,71.97382769901853
Dcc1,61.110777777777784,11.400666666666668,4619.0,71.95824894843433
ParA,61.0602,6.094344054707019,4618.0,71.94267019785013
NUC129,61.048,0.0,4617.0,71.92709144726592
Rieske,61.015333333333324,103.77598508807324,4616.0,71.91151269668173
Spp-24,60.979,0.0,4615.0,71.89593394609753
NifU_N,60.949,0.0,4614.0,71.88035519551332
IF-2B,60.91164285714287,25.78727744333551,4613.0,71.8647764449291
PAXX,60.896,,4612.0,71.84919769434491
PNPase,60.888,0.0,4611.0,71.8336189437607
Eapp_C,60.852,0.0,4610.0,71.8180401931765
HAT,60.806,0.0,4609.0,71.8024614425923
MRP-S33,60.758,0.0,4608.0,71.7868826920081
Ribosomal_L17,60.756,,4607.0,71.7713039414239
TPP_enzyme_M,60.7105882352941,35.69663667290453,4606.0,71.7557251908397
NARP1,60.63720000000001,62.80328782157826,4605.0,71.74014644025549
DUF3361,60.62169999999999,71.49085302779723,4604.0,71.72456768967128
UPF0016,60.60600000000001,0.0,4603.0,71.70898893908708
BAAT_C,60.55966666666667,41.01255316363516,4602.0,71.69341018850288
PKK,60.49466666666667,2.781318440356417,4601.0,71.67783143791867
UBX,60.38043137254898,52.73029907074485,4600.0,71.66225268733447
LBP_BPI_CETP_C,60.34966666666667,65.68404977799477,4599.0,71.64667393675028
Inositol_P,60.28259459459461,36.15479146320371,4598.0,71.63109518616606
Fez1,60.26877777777778,93.43378375017365,4597.0,71.61551643558187
CBFD_NFYB_HMF,60.236900000000006,19.32240859411108,4596.0,71.59993768499766
TauD,60.23133333333334,29.74739526972628,4594.5,71.57656955912135
GBBH-like_N,60.23133333333334,29.74739526972628,4594.5,71.57656955912135
