Gn,Mean-copy-number,mean,std
C1orf189,1.052,1.052,
USP37,7.984,7.984,0.0
ZNF101,5.517,5.517,0.0
C4BPB,59.613,59.613,0.0
SLC4A3,5.076,5.076,0.0
SNAP25,364.066,364.066,0.0
AMACR,37.327,37.327,0.0
GABRE,5.383,5.383,
TMEM35B,16.651,16.651,
HDLBP,142.427,142.427,0.0
CEMIP,1.077,1.077,0.0
CAMK2D,116.112,116.112,0.0
YBX3,237.981,237.981,
ATP12A,16.541,16.541,
BBC3,13.483,13.483,
C14orf119,39.661,39.661,
HPN,8.976,8.976,0.0
ASPHD1,30.589,30.589,0.0
BANP,24.949,24.949,0.0
PUS7L,24.395,24.395,0.0
SERBP1,345.144,345.144,
RAB41,11.173,11.173,0.0
OR52K1,47.576,47.576,
CTU1,293.85,293.85,
CS,93.739,93.73899999999999,0.0
ANKRD12,8.051,8.051,0.0
DMAC2L,28.93,28.93,
GAL3ST4,22.91,22.91,0.0
METTL15P1,50.873,50.873,
PRSS1,407.078,407.078,0.0
SCN3B,23.804,23.804,
TJP3,10.838,10.838,
TBRG4,41.351,41.351,0.0
UNQ9165/PRO28630,0.662,0.662,
XIRP1,52.579,52.579,
C12orf74,3.264,3.264,
TENM2,7.381,7.381,0.0
TSPAN18,27.234,27.234000000000005,0.0
DPF1,12.435,12.435,0.0
LEPR,11.869,11.869,
LMO4,23.007,23.007,
NAT2,8.069,8.069,0.0
G0S2,9.201,9.201,
NPVF,20.29,20.29,
BRCC3,35.227,35.227,0.0
DYNC1H1,349.807,349.807,
FAF1,57.383,57.383,0.0
FCRL4,4.506,4.506,
IARS1,158.727,158.727,0.0
RPS23,583.624,583.624,0.0
RPP25,16.028,16.028,
GTF2H4,5.558,5.558,
HAS1,6.602,6.602,0.0
ZNF417,2.577,2.577,0.0
PDK1,43.056,43.056,0.0
SLC2A6,14.666,14.666,0.0
DCAF4L1,20.72,20.72,
ASAH1,221.336,221.336,
FBXW10,1.755,1.755,0.0
ACTL6B,12.648,12.648,0.0
KRCC1,1.092,1.092,
NAPA,221.708,221.70800000000003,0.0
NUDT3,99.45,99.45,
CCL25,0.296,0.296,0.0
NUDT15,56.638,56.638,
RTEL1,2.535,2.535,
SGMS2,6.333,6.333,0.0
SHPK,53.21,53.21,
TPSD1,333.816,333.816,0.0
TREML2,4.853,4.853,
KCNA7,9.127,9.127,
ZSCAN10,47.029,47.029,0.0
ABCA2,12.397,12.397000000000002,0.0
ZNF672,4.127,4.127,0.0
TMEM126B,28.514,28.514,0.0
AARSD1,31.247,31.247,0.0
CRYBA4,1051.933,1051.933,
METTL6,25.732,25.732,0.0
TOM1,70.9,70.89999999999999,0.0
TGFB1,43.175,43.175,0.0
FAM20A,9.787,9.787,0.0
FAM27C,0.009,0.009,
PRSS38,14.061,14.061,
CHMP6,91.238,91.238,0.0
ARFGEF1,23.35,23.35,0.0
FGF21,0.437,0.437,
PSMA2,126.455,126.455,0.0
SNHG32,0.032,0.032,
TMEM37,26.991,26.991,0.0
ERO1B,16.225,16.225,0.0
C20orf197,25.212,25.212,
TAF1L,3.643,3.643,
ADAT3,16.511,16.511,0.0
SLC22A12,28.742,28.742,
IDH3A,300.95,300.95,0.0
HMBS,36.875,36.875,0.0
DGAT2L7P,0.005,0.005,
TNFSF10,38.639,38.639,0.0
MAT1A,90.579,90.579,
ACTR3C,33.272,33.272,0.0
PRCC,49.255,49.255,
AGBL1,1.592,1.592,
KREMEN2,2.162,2.162,
MAP2K5,8.486,8.486,0.0
PMS1,81.914,81.914,0.0
CDC25B,32.874,32.874,0.0
ITM2C,58.419,58.419,0.0
HSPA4L,78.862,78.862,0.0
OAF,37.351,37.351,0.0
TAX1BP3,128.113,128.113,
KBTBD11,32.013,32.013,
KHSRP,363.981,363.98100000000005,0.0
NYAP1,7.03,7.03,0.0
DENND6A,16.36,16.36,0.0
RNF20,29.6,29.6,0.0
YJU2,32.218,32.218,0.0
NRP2,16.569,16.569,0.0
CLVS2,13.894,13.894,
ZNF385A,12.561,12.561,0.0
CT45A1,10.257,10.257,
SMARCE1,59.378,59.37799999999999,0.0
CHMP1A,103.014,103.014,0.0
DCAF1,21.23,21.23,
MAGEA8,6.36,6.36,
SOST,4.09,4.09,
MED7,20.203,20.203,0.0
NXN,58.29,58.29,0.0
KCNJ1,4.772,4.772,0.0
SH3D19,21.628,21.628,
EPDR1,56.012,56.012,0.0
KRTAP9-2,8.752,8.752,
MAPK3,131.169,131.169,0.0
NMNAT1,32.055,32.055,0.0
VSIG4,25.456,25.456,0.0
CDCA7L,19.65,19.65,0.0
RABL3,55.546,55.54600000000001,0.0
UBAP2L,101.033,101.033,0.0
PLEKHH2,2.628,2.628,0.0
SCN11A,1.48,1.48,
STMN3,14.139,14.139,
PVR,55.53,55.53,0.0
RSKR,1.368,1.368,
SPINDOC,19.118,19.118,0.0
KRTAP19-4,6.43,6.43,
SCN10A,1.382,1.382,
RBFOX3,12.016,12.016,0.0
CLEC9A,19.893,19.893,
APOA1,4639.844,4639.844,0.0
ZC4H2,14.934,14.934,
CBX5,191.787,191.787,0.0
ADGRF5,2.423,2.423,
CSNK1G3,23.32,23.32,
MCM10,18.809,18.809,0.0
HLA-DMB,17.446,17.446,
KRTAP9-6,3173.181,3173.181,
PBDC1,137.716,137.716,0.0
FAM220A,5.769,5.769000000000001,0.0
TMUB2,37.336,37.336,0.0
ATP6V1G2,50.847,50.847,0.0
APOBEC3G,25.701,25.701,
CYP7A1,4.088,4.088,
AQP5,23.48,23.48,
FOXL2NB,21.888,21.888,0.0
HACD2,42.47,42.47,0.0
MOGAT2,11.854,11.854,
SLC4A2,26.456,26.456,0.0
ATG5,37.429,37.429,0.0
CPEB2,2.535,2.535,
STARD3,34.151,34.151,0.0
STX1B,218.033,218.033,
DHRS4L2,44.159,44.159,0.0
A1BG,885.188,885.188,
GNA13,105.113,105.113,
HSPA1A,552.272,552.272,
VGF,44.023,44.023,0.0
OR10G2,0.011,0.011,
NABP1,2.507,2.507,0.0
MED21,27.765,27.765,0.0
TRAP1,178.251,178.251,0.0
HAND1,4.291,4.291,
PLGRKT,84.1,84.1,
NPEPPS,178.384,178.384,0.0
TXNIP,18.338,18.338,
MT1B,22.328,22.328,
RAB5IF,13.935,13.935,
SLFN12,5.884,5.884,0.0
ACAT1,810.784,810.784,0.0
DIO1,13.677,13.676999999999996,0.0
FGF1,19.106,19.106,0.0
CEP295NL,56.969,56.969,
AGTR1,13.176,13.176,0.0
KDM7A,3.514,3.514,0.0
FAM83D,19.042,19.042,0.0
ZNF701,4.452,4.452,0.0
SLC35E4,0.148,0.148,
OR1L1,13.485,13.485,0.0
NOS2,2.418,2.418,
CHRM5,5.556,5.556,0.0
TFDP1,18.718,18.718,0.0
CD79B,26.391,26.391,
DDX55,41.32,41.32,0.0
RPUSD1,30.29,30.289999999999996,0.0
SPATC1,2.261,2.261,
DCX,22.204,22.203999999999997,0.0
SERTAD4,46.14,46.14,
ZDHHC4,20.419,20.419,0.0
MED13,16.174,16.174,0.0
LILRA1,2.547,2.547,
OR5A1,0.11,0.11,
KCNH6,1.036,1.036,0.0
PCLAF,36.035,36.035,
EAF2,5.455,5.455,0.0
CCL21,50.642,50.642,0.0
PSG2,24.159,24.159,0.0
RNF31,14.904,14.904000000000002,0.0
SETMAR,26.983,26.983,0.0
HYAL1,15.623,15.623,0.0
FBLN5,303.655,303.655,0.0
PYDC2,0.527,0.527,
GPS2,8.322,8.322,0.0
C9orf57,3.506,3.506,
SLC38A10,26.132,26.131999999999998,0.0
SGTB,35.745,35.745,0.0
ANKRD33B,4.537,4.537,0.0
CLEC12A,21.123,21.123,0.0
ALDOA,2453.629,2453.6290000000004,0.0
HTR3E,0.726,0.726,0.0
MGLL,91.705,91.705,0.0
RAB33A,10.647,10.647,
WWTR1,10.501,10.501,0.0
IFNAR2,4.737,4.737,
PNPLA4,31.606,31.606,0.0
MRPL33,57.212,57.212,
SHROOM3,20.286,20.286,
RPL7,761.893,761.893,0.0
OGG1,3.179,3.179,0.0
BLZF1,10.347,10.347,0.0
ZNF566,7.902,7.901999999999999,0.0
ZNF699,1.865,1.865,
PRAMEF14,0.663,0.663,
IQGAP2,128.349,128.34899999999996,0.0
ACO1,288.387,288.387,
EFTUD2,138.102,138.102,0.0
IFNGR1,10.112,10.112,0.0
MAGEB1,14.877,14.877,
ALAD,249.033,249.033,0.0
KY,3.117,3.117,0.0
PCDHGA2,3.782,3.782,
VWA7,2.35,2.35,
ZPBP,13.927,13.927,0.0
PPP2R1B,36.869,36.869,0.0
SAGE1,8.267,8.267,
UBE2I,420.702,420.70200000000006,0.0
ATRN,63.265,63.265,
CZIB,190.468,190.468,
LCORL,4.227,4.227,0.0
PPP1R18,43.739,43.739,
KLHL13,29.018,29.018,0.0
NECAB1,17.691,17.691,
LRIT1,2.083,2.083,
UTP23,44.176,44.176,0.0
IL6ST,14.138,14.138,0.0
MED31,30.292,30.292,0.0
PIK3C2B,12.692,12.692,0.0
RFPL3,0.375,0.375,
USP11,32.82,32.82,0.0
ZNF586,3.781,3.781,
KIR3DL2,2.365,2.365,0.0
MUC12,1.512,1.512,0.0
CYP2D6,27.992,27.992,0.0
TTC21A,3.261,3.2610000000000006,0.0
ZNF287,2.379,2.379,0.0
GDI1,359.262,359.262,0.0
ZNF710,5.804,5.803999999999999,0.0
SSR3,162.736,162.736,0.0
PRTG,0.836,0.836,0.0
LPCAT3,46.773,46.773,0.0
IL27RA,6.34,6.34,
PCDH7,12.756,12.756,0.0
PLEKHF2,33.83,33.83,
PRR5,16.654,16.654,
PNPLA1,0.606,0.606,0.0
MB,1585.69,1585.6900000000003,0.0
API5,107.895,107.895,0.0
RNF186,15.668,15.668,
TMEM108,3.074,3.074,0.0
ZFR2,1.609,1.609,0.0
DCST2,3.127,3.127,
CAPN8,2.664,2.664,
PTGDS,1834.526,1834.526,0.0
SDF4,70.837,70.837,0.0
CAMK2G,71.026,71.026,0.0
HMGXB4,49.647,49.647,0.0
PSMA7,315.172,315.172,
MAOA,243.487,243.487,
HNRNPCL2,206.491,206.491,
PPP1R15B,7.296,7.296,
VPS35L,30.348,30.34800000000001,0.0
ZNF346,40.885,40.885,0.0
GKN1,629.097,629.097,0.0
GOLGA8J,6.208,6.208,
RHOBTB1,2.688,2.688,
PCDHA2,1.226,1.226,
OR6S1,10.735,10.735,
FBXO5,8.971,8.971,
EGFR,111.945,111.945,0.0
KDM4D,4.735,4.735,
PNKD,75.545,75.545,
PER2,1.894,1.894,0.0
GK,38.37,38.37,0.0
SCP2D1,6.002,6.002,
KCNA4,14.935,14.935,
KHK,289.838,289.838,
SMIM12,47.204,47.204,
TTBK1,2.446,2.446,0.0
ANO2,3.512,3.512,0.0
TMEM196,0.202,0.202,0.0
DDA1,46.846,46.846,
PDE6G,125.039,125.039,
PARP15,8.006,8.006,0.0
CA14,21.181,21.181,0.0
SMIM10,17.143,17.143,
SPATA25,22.061,22.061,
SLC27A6,45.066,45.066,0.0
PAX3,2.638,2.638,
CLEC17A,8.006,8.006,0.0
GCOM1,30.969,30.969,
TIMM23B,28.759,28.759,
PCNX2,1.262,1.2620000000000002,0.0
UEVLD,24.672,24.672,0.0
ECM1,93.721,93.721,
RASIP1,16.06,16.06,0.0
EIF2S2,188.572,188.572,
LSM8,165.848,165.848,0.0
SLC9A3,2.967,2.967,
DEAF1,15.326,15.326,0.0
OBP2A,4.851,4.851,0.0
PRKCA,76.465,76.465,0.0
ANAPC13,142.488,142.488,
ARMC9,31.586,31.586000000000002,0.0
CHST13,17.55,17.55,0.0
SCLY,49.461,49.461000000000006,0.0
SERPINB10,86.291,86.291,
C17orf98,0.162,0.162,
OR5B17,1.277,1.277,
GFI1,3.479,3.479,
SP4,14.634,14.634,0.0
ITIH4,621.735,621.735,0.0
ZUP1,1.668,1.668,0.0
MRPS34,66.883,66.883,0.0
SULT1B1,95.402,95.402,0.0
ZWILCH,35.618,35.618,0.0
ASCC2,36.581,36.581,0.0
FAHD2A,89.617,89.617,0.0
ZEB2,5.739,5.738999999999999,0.0
GPR27,77.994,77.994,
IGLL5,7235.736,7235.736,0.0
LCP2,45.782,45.782,0.0
RXFP1,1.618,1.618,0.0
PSAP,275.752,275.752,0.0
TAS2R39,0.324,0.324,
KRT37,23.739,23.739,
USP20,18.549,18.549,
ZNF317,6.579,6.579,0.0
TRIM11,27.87,27.87,0.0
STK3,66.284,66.284,0.0
LGSN,3.752,3.752,0.0
SYCE2,10.596,10.596,
PLPPR3,12.572,12.572,0.0
DUX4L6,0.88,0.88,
PTPRM,8.668,8.668,0.0
LINC01553,0.226,0.226,
CCDC47,126.598,126.598,
POTEG,2.33,2.33,
ZNF676,2.1,2.1,
LRRC56,4.695,4.695,
PDZD8,22.905,22.905,
BRAWNIN,24.661,24.661,
GPANK1,3.103,3.103,0.0
PPDPFL,2.515,2.515,
C17orf78,25.113,25.113,
MAP2K2,100.301,100.301,0.0
MAS1L,4.564,4.564,
THY1,293.547,293.547,0.0
PHPT1,280.072,280.072,
PTEN,28.46,28.46,0.0
CREB3L3,2.802,2.802,
CTNND2,10.12,10.12,0.0
CSN1S1,7160.29,7160.29,
CUL3,76.929,76.929,0.0
HEATR4,2.115,2.115,0.0
BRWD1-AS2,2.167,2.167,
ERCC4,19.988,19.988,0.0
KRTAP19-5,4.915,4.915,
NAF1,34.077,34.077,0.0
PHF8,16.847,16.847000000000005,0.0
RAX,7.784,7.784,0.0
SAR1A,322.815,322.815,0.0
FNTB,32.177,32.177,
RPRD1B,99.866,99.866,0.0
TSHR,3.844,3.844,0.0
TRIM59,5.52,5.52,0.0
BIRC5,80.0,80.0,0.0
PI3,273.838,273.838,
HSD17B4,222.32,222.32,0.0
CNTNAP3,4.487,4.487,0.0
HIRA,15.778,15.778,
NFE2L1,3.35,3.3500000000000005,0.0
NRCAM,35.147,35.147,0.0
COCH,19.695,19.695,0.0
GLI3,5.66,5.66,0.0
TMEM129,8.747,8.747,0.0
PRR5,17.258,17.258,
RPL17-C18orf32,412.821,412.821,0.0
C12orf60,4.42,4.42,
DDX28,36.516,36.516,
C22orf39,7.748,7.748,0.0
NUDT18,23.221,23.221,0.0
SECISBP2L,22.847,22.847,0.0
WAPL,31.566,31.566,0.0
TKTL2,30.791,30.791,
HIPK3,2.254,2.254,0.0
GPC1,50.736,50.736,0.0
PCOTH,0.369,0.369,
EFHC1,3.981,3.981,
CHCHD3,224.333,224.333,0.0
UHMK1,6.589,6.589,
BBS7,9.852,9.852,0.0
CRYAB,2208.487,2208.4870000000005,0.0
HSH2D,4.211,4.211,0.0
KNG1,720.888,720.888,
SNRPG,295.333,295.333,0.0
TAS2R5,0.01,0.01,
OPN1LW,20.214,20.214,
LDHB,1910.247,1910.247,0.0
SLC28A3,3.389,3.389,
LRIG3,4.328,4.328,0.0
LOX,26.116,26.116,0.0
PTPN5,6.292,6.291999999999999,0.0
LYPD4,6.186,6.186,
LY6H,88.404,88.404,
SUSD6,0.045,0.045,
GYPB,0.098,0.098,
CNRIP1,157.2,157.2,0.0
H3-3B,1301.657,1301.657,0.0
SCO1,78.002,78.002,0.0
SLC25A15,66.356,66.356,0.0
ZBTB32,3.539,3.539,0.0
WFDC2,288.348,288.348,0.0
TAS1R3,2.56,2.56,
GALNT3,23.041,23.041,0.0
BBS5,6.977,6.977,
EFHD2,293.341,293.341,0.0
HARS2,36.851,36.851,0.0
CFHR4,8.135,8.135,
GUCY2F,4.738,4.738,
IFIT1,22.867,22.867,
PPIAL4D,295.204,295.204,
TLR5,17.917,17.917,0.0
ZNF563,2.71,2.7099999999999995,0.0
TCF21,1.347,1.347,
RFPL4A,6.223,6.223,
GFPT2,23.102,23.102,0.0
SBK3,1.389,1.389,
MPP2,24.351,24.351,0.0
PWP1,49.377,49.377,0.0
TUBB4B,1177.505,1177.505,
ZNF638,31.589,31.589,0.0
GRIA4,27.486,27.486,
BMP3,17.127,17.127,
TBC1D3F,1.419,1.419,
THEM4,29.536,29.536,0.0
VWCE,4.225,4.225,0.0
ANXA13,30.708,30.708,0.0
TRIM10,15.327,15.327,
PHLPP1,6.156,6.156,
AQP6,15.611,15.610999999999999,0.0
YTHDF2,53.008,53.008,0.0
ENAM,5.173,5.173,
GJA4,8.491,8.491,0.0
NAXE,172.837,172.837,0.0
DCAF6,21.578,21.578,0.0
CITED1,1.712,1.712,0.0
C2orf69,25.131,25.131,
ANKRD60,14.32,14.32,
FICD,2.489,2.489,0.0
PPP1R21,31.238,31.238,0.0
PPP1R26,5.407,5.407,
S100A11,1090.331,1090.331,
SPDL1,22.408,22.408,0.0
RPS13,478.442,478.442,0.0
ASCL1,30.027,30.027,
TIAM1,6.308,6.308,0.0
ZMYND15,6.501,6.501,
PRNP,83.082,83.082,0.0
NRIP1,6.048,6.048,0.0
STIMATE,7.925,7.925,0.0
ESF1,48.479,48.479,0.0
FBXO45,28.438,28.438,0.0
OTUD7B,28.556,28.556,0.0
TSSK2,2.61,2.61,
XKR3,0.26,0.26,
ADRB2,0.394,0.394,
TBC1D3B,1.488,1.488,
CTNND1,122.082,122.082,0.0
ARHGAP11A,10.655,10.655,
DRAP1,81.646,81.646,0.0
HEXB,118.573,118.573,0.0
METTL11B,4.249,4.249,
NID2,75.497,75.497,0.0
FGFR3,4.958,4.958,0.0
OR5AC2,6.177,6.177,
PPP1CC,165.791,165.791,
SNRK,14.227,14.227,0.0
ANGPT4,6.05,6.05,
OCA2,8.477,8.477,0.0
GARS1,235.452,235.452,0.0
ATG4B,45.086,45.086,0.0
ATP5PB,365.896,365.896,0.0
C1orf185,3.654,3.654,0.0
CLEC18A,1.958,1.958,
KLK13,45.894,45.894,0.0
FIGN,1.855,1.855,
ABCD3,56.521,56.521,
RAMP2,12.033,12.033,0.0
CMC4,91.711,91.711,
DNTTIP2,48.802,48.802,0.0
NSD1,28.962,28.961999999999996,0.0
NLRP4,3.198,3.198,0.0
CALML6,2.006,2.006,
SIDT1,2.95,2.95,
CHRNA5,14.791,14.791,0.0
MTA3,21.924,21.924,0.0
C8orf74,73.339,73.339,0.0
RB1CC1,20.094,20.094,0.0
FGF3,3.778,3.778,
MAPKAPK5,8.123,8.123,0.0
DEGS2,10.885,10.885,
GDF6,5.164,5.164,0.0
POLR2C,69.498,69.498,0.0
HOXD13,11.722,11.722,
TRPC3,1.835,1.835,0.0
CAMTA2,1.701,1.701,0.0
FABP3,988.639,988.639,0.0
MRPS18B,39.597,39.597,
NDUFB7,155.384,155.384,0.0
PWP2,159.527,159.527,
ZFYVE1,16.208,16.208,0.0
NUTF2,378.511,378.511,0.0
ATP2B2,27.559,27.559,
STARD5,14.445,14.445,0.0
MANEA,38.423,38.423,0.0
RNF32,2.104,2.104,0.0
KLRC1,3.362,3.362,0.0
SPAG17,2.195,2.195,0.0
LCK,86.119,86.119,0.0
ITGA2B,316.98,316.98,0.0
OR6B1,4.223,4.223,
TIMM23,28.759,28.759,
TMEM117,3.594,3.594,0.0
OR2T29,9.897,9.897,
ARHGAP19,27.304,27.304,0.0
ARMC7,6.289,6.288999999999999,0.0
CYB5D1,2.443,2.443,0.0
CLINT1,104.562,104.562,0.0
DHRS7,140.705,140.705,0.0
NSUN4,39.271,39.271,0.0
SEPTIN7,325.431,325.431,0.0
ZFP42,4.036,4.036,
NIM1K,3.041,3.041,
TMEM87B,23.024,23.024,0.0
IFT46,16.443,16.443,0.0
SLC29A1,35.532,35.532,
C1orf112,26.37,26.37,
USP47,33.386,33.386,
PCNA,404.717,404.717,
FPGT,8.966,8.966,0.0
NCBP2L,12.437,12.437,
RRM2B,86.123,86.123,0.0
VPS4B,84.947,84.947,0.0
PLK2,2.955,2.955,0.0
CTAG2,7.611,7.611,
RFC4,71.268,71.26800000000001,0.0
XBP1,5.834,5.834,0.0
SMCHD1,37.647,37.647,0.0
SLC5A3,40.031,40.031,
BEX2,4.349,4.349,0.0
PPP1R14A,76.8,76.8,0.0
RPL39,4478.886,4478.886,
SCRT2,28.539,28.539,
ANKRD20A1,0.892,0.892,
CNPY4,55.383,55.383,
OTOP3,6.562,6.562,
C1orf43,19.197,19.197,
ARHGAP26,11.285,11.284999999999998,0.0
EHD4,139.692,139.692,
KCT2,29.03,29.03,
KRR1,52.949,52.949,
SCAF1,24.548,24.548,0.0
MAP3K8,1.939,1.939,0.0
ABCA5,5.309,5.309,0.0
BCAM,111.418,111.418,0.0
GPR137B,2.127,2.127,0.0
DNASE1L1,11.771,11.771,0.0
MPPE1,10.897,10.897000000000004,0.0
CCDC74A,9.904,9.904,0.0
CAPN6,83.649,83.649,
OR10V1,59.35,59.35,
SLC35F1,30.16,30.16,
EIF2D,10.788,10.788,0.0
SENP8,26.697,26.697,0.0
SOX18,11.335,11.335,
TMEM50A,62.98,62.98,
WDR73,34.391,34.391,0.0
ZCWPW2,3.913,3.913,0.0
BRIX1,88.952,88.952,
ZMYM4,23.992,23.992,0.0
ZNF580,20.102,20.102,0.0
CLEC1B,15.537,15.537,0.0
ANXA2P2,3257.461,3257.461,
TRAF3IP3,35.469,35.469,0.0
UXT,39.64,39.64,
UBE2N,496.755,496.75499999999994,0.0
F8,2.582,2.582,0.0
TTLL3,35.893,35.89300000000001,0.0
SPATS2L,36.283,36.28300000000001,0.0
LRR1,6.332,6.332,0.0
KCNK6,1.172,1.172,
SIGIRR,18.248,18.248,0.0
TMEM164,6.04,6.04,
GRIA2,26.675,26.675000000000004,0.0
CLCNKA,1.875,1.875,
UMAD1,29.189,29.189,
HCFC2,13.459,13.459,0.0
ROBO3,4.39,4.39,0.0
METTL8,39.542,39.542,0.0
SMARCD3,8.054,8.054,0.0
BABAM1,49.799,49.799,0.0
LDHC,44.721,44.721,0.0
ZBED6,0.377,0.377,
TRA2B,244.365,244.365,0.0
THUMPD1,118.445,118.445,0.0
TPD52,272.084,272.084,0.0
ANXA9,24.208,24.208,
CARNMT1,31.249,31.249,0.0
FANCF,15.677,15.677,
C2CD4C,14.457,14.457,
GOLGB1,33.031,33.031,0.0
GPD2,117.693,117.693,0.0
DDX10,30.578,30.578,0.0
RASSF7,14.617,14.617,0.0
TRPM5,3.096,3.096,0.0
CER1,13.314,13.314,
FGR,10.052,10.052,0.0
LYPD1,15.536,15.536,0.0
TRIM73,1.47,1.47,
BTN3A2,7.045,7.045,0.0
C6orf226,1.735,1.735,
CSGALNACT2,37.15,37.15,
HSPD1,2388.23,2388.23,0.0
BCAS4,12.296,12.296,0.0
MPC1,92.958,92.95800000000001,0.0
SST,164.818,164.818,
TOB2,14.509,14.509,0.0
FGFBP2,12.197,12.197,
CLK3,31.356,31.355999999999998,0.0
ILKAP,46.211,46.211,0.0
FRMPD4,2.532,2.532,0.0
MAN1B1,29.37,29.37,0.0
FZD6,25.829,25.829,0.0
MSANTD3,25.901,25.901,0.0
SHISA6,36.2,36.2,
CASP8,39.082,39.082,0.0
PCDHGA10,4.356,4.356,
SRPK3,4.787,4.787,0.0
TPRG1L,39.071,39.071,
PUM2,25.787,25.786999999999995,0.0
CELF6,14.652,14.652,0.0
CD70,32.346,32.346,0.0
SPAG11A,0.327,0.327,
IER5L,12.329,12.329,
ADM,14.047,14.047,0.0
PGRMC1,607.278,607.278,
GGA2,43.071,43.071,0.0
CDH4,5.193,5.193,
GTF2IRD2B,1.975,1.975,
PNPLA7,1.672,1.672,0.0
POLE2,25.252,25.252,0.0
AMER3,7.25,7.25,0.0
LRRC45,3.713,3.713,0.0
KIAA0319L,23.831,23.830999999999996,0.0
DDIAS,4.832,4.832,0.0
FAM205BP,0.968,0.968,
NR2F1,12.402,12.402,
COQ3,50.15,50.15,0.0
FAM27E3,13.907,13.907,
GATA4,17.849,17.849,0.0
RHBG,5.126,5.126,0.0
CUX2,6.393,6.393,
FNDC7,9.845,9.845,0.0
ZNF653,3.339,3.339,0.0
SPG7,31.22,31.22,0.0
OAZ2,33.826,33.826,0.0
CLTA,672.209,672.209,0.0
H2AW,435.023,435.023,
RXYLT1,2.978,2.978,0.0
TMEM86A,7.508,7.508,
LRRC72,7.319,7.319,0.0
IGKV3-7,238.845,238.845,
ITGB3,73.931,73.931,
GOLPH3,64.244,64.244,0.0
HNMT,183.755,183.755,
OPALIN,54.262,54.262,0.0
KCNQ4,5.305,5.305,
NDUFA1,85.549,85.549,
KATNIP,6.443,6.443,0.0
ZNF561-AS1,0.189,0.189,
PNMA2,13.618,13.618,
STH,22.798,22.798,
ZNF248,3.647,3.647,0.0
ZNF555,4.139,4.139,0.0
GIMAP6,10.072,10.072,0.0
CFL2,567.969,567.969,0.0
DEFB114,107.381,107.381,
ATP1B1,271.239,271.239,0.0
ECHDC1,124.622,124.622,0.0
CNNM1,9.343,9.343,
SYNGR1,56.66,56.66,0.0
MVK,51.426,51.426,0.0
VEPH1,4.862,4.862000000000001,0.0
ZNF774,4.21,4.21,0.0
C1orf174,22.992,22.992,
ANKLE2,26.929,26.929,0.0
FCGR2B,34.861,34.861,
OSER1,14.772,14.772,
PFDN5,186.097,186.097,0.0
ANGPTL5,4.377,4.377,0.0
BCAS1,48.394,48.394,0.0
PRAMEF11,1.478,1.478,
SLPI,78.606,78.606,
ERVMER34-1,3.853,3.853,
GLB1L,3.786,3.786,0.0
NID1,189.246,189.246,
PHYHD1,40.554,40.554,0.0
SAMD4B,199.378,199.37799999999996,0.0
TRAM1L1,19.332,19.332,
VAMP1,43.363,43.363,0.0
CKB,1405.411,1405.411,0.0
OR3A3,15.44,15.44,
CBWD5,4.596,4.596,
A2ML1,90.762,90.762,0.0
NHEJ1,24.642,24.642,0.0
UBE2D4,46.163,46.163,0.0
NDUFS4,97.289,97.289,0.0
CEBPE,18.026,18.026,
CTH,73.156,73.156,
OAT,175.724,175.724,
PLXND1,8.111,8.111,0.0
CHRAC1,52.335,52.335,0.0
TM4SF18,26.388,26.388,0.0
CXCR4,23.991,23.991,
COL19A1,8.814,8.814,0.0
HAL,135.426,135.426,0.0
LSAMP,76.215,76.215,0.0
ARL1,107.749,107.749,0.0
C8orf88,42.92,42.92,
PBK,88.858,88.858,0.0
PIM3,9.796,9.796,
SLC22A15,1.36,1.36,
PEMT,25.432,25.432,0.0
AMIGO2,12.523,12.523,
ST18,15.449,15.449,0.0
TMEM178A,10.737,10.737,
GRIPAP1,49.288,49.288,0.0
LNX1,2.492,2.492,0.0
GAGE12H,1.066,1.066,
NUBPL,54.051,54.051,0.0
UCN2,10.325,10.325,
CDKN2A,88.089,88.089,0.0
MLF1,28.941,28.941,0.0
GPATCH4,40.163,40.163,0.0
IZUMO4,4.318,4.318,
PRR13,3.36,3.36,0.0
RBMY1A1,4.61,4.61,
ABCA9,2.937,2.937,0.0
CAB39L,63.736,63.736000000000004,0.0
RTP4,7.098,7.098,
NANOS1,8.421,8.421,0.0
ITPR1,20.908,20.908,0.0
EEF2,1404.354,1404.354,0.0
NDUFA5,252.296,252.296,0.0
CXCL9,7.809,7.809,
PRDX6,1639.904,1639.904,
RPL11,508.843,508.843,0.0
TRIM49C,0.638,0.638,
C5orf38,8.109,8.109,
SLC22A23,8.015,8.015,0.0
RAD54L,6.129,6.128999999999999,0.0
ZDHHC5,17.89,17.89,0.0
GUCA1A,0.009,0.009,
C16orf78,1.79,1.79,
MOV10,104.079,104.079,0.0
PGLYRP2,343.52,343.52,0.0
ITPRID2,28.303,28.303,0.0
TCF7,19.631,19.631,0.0
FAM83H,17.922,17.922,0.0
MGAT4A,4.937,4.937,0.0
FAM205A,1.941,1.941,
PDLIM4,86.572,86.572,0.0
ANXA4,703.949,703.949,
BRMS1,35.019,35.019,0.0
TBRG1,4.991,4.991,0.0
C22orf15,3.02,3.02,0.0
TNNT3,76.497,76.497,0.0
TBC1D3,1.947,1.947,
ANO1,7.568,7.568,0.0
COX16,64.462,64.462,0.0
